Date,Time,Datetime,Generator,timestamp_generator
20-Jun-24,###############################################################################################################################################################################################################################################################,20/06/2024 12:00,DG10,2024-06-20 - DG10
21-Jun-24,###############################################################################################################################################################################################################################################################,21/06/2024 12:00,DG10,2024-06-21 - DG10
22-Jun-24,###############################################################################################################################################################################################################################################################,22/06/2024 12:00,DG10,2024-06-22 - DG10
23-Jun-24,###############################################################################################################################################################################################################################################################,23/06/2024 12:00,DG10,2024-06-23 - DG10
24-Jun-24,###############################################################################################################################################################################################################################################################,24/06/2024 12:00,DG10,2024-06-24 - DG10
25-Jun-24,###############################################################################################################################################################################################################################################################,25/06/2024 12:00,DG10,2024-06-25 - DG10
26-Jun-24,###############################################################################################################################################################################################################################################################,26/06/2024 12:00,DG10,2024-06-26 - DG10
27-Jun-24,###############################################################################################################################################################################################################################################################,27/06/2024 12:00,DG10,2024-06-27 - DG10
28-Jun-24,###############################################################################################################################################################################################################################################################,28/06/2024 12:00,DG10,2024-06-28 - DG10
29-Jun-24,###############################################################################################################################################################################################################################################################,29/06/2024 12:00,DG10,2024-06-29 - DG10
30-Jun-24,###############################################################################################################################################################################################################################################################,30/06/2024 12:00,DG10,2024-06-30 - DG10
01-Jul-24,###############################################################################################################################################################################################################################################################,01/07/2024 12:00,DG10,2024-07-01 - DG10
02-Jul-24,###############################################################################################################################################################################################################################################################,02/07/2024 12:00,DG10,2024-07-02 - DG10
03-Jul-24,###############################################################################################################################################################################################################################################################,03/07/2024 12:00,DG10,2024-07-03 - DG10
04-Jul-24,###############################################################################################################################################################################################################################################################,04/07/2024 12:00,DG10,2024-07-04 - DG10
05-Jul-24,###############################################################################################################################################################################################################################################################,05/07/2024 12:00,DG10,2024-07-05 - DG10
06-Jul-24,###############################################################################################################################################################################################################################################################,06/07/2024 12:00,DG10,2024-07-06 - DG10
07-Jul-24,###############################################################################################################################################################################################################################################################,07/07/2024 12:00,DG10,2024-07-07 - DG10
08-Jul-24,###############################################################################################################################################################################################################################################################,08/07/2024 12:00,DG10,2024-07-08 - DG10
09-Jul-24,###############################################################################################################################################################################################################################################################,09/07/2024 12:00,DG10,2024-07-09 - DG10
10-Jul-24,###############################################################################################################################################################################################################################################################,10/07/2024 12:00,DG10,2024-07-10 - DG10
11-Jul-24,###############################################################################################################################################################################################################################################################,11/07/2024 12:00,DG10,2024-07-11 - DG10
12-Jul-24,###############################################################################################################################################################################################################################################################,12/07/2024 12:00,DG10,2024-07-12 - DG10
13-Jul-24,###############################################################################################################################################################################################################################################################,13/07/2024 12:00,DG10,2024-07-13 - DG10
14-Jul-24,###############################################################################################################################################################################################################################################################,14/07/2024 12:00,DG10,2024-07-14 - DG10
15-Jul-24,###############################################################################################################################################################################################################################################################,15/07/2024 12:00,DG10,2024-07-15 - DG10
16-Jul-24,###############################################################################################################################################################################################################################################################,16/07/2024 12:00,DG10,2024-07-16 - DG10
17-Jul-24,###############################################################################################################################################################################################################################################################,17/07/2024 12:00,DG10,2024-07-17 - DG10
18-Jul-24,###############################################################################################################################################################################################################################################################,18/07/2024 12:00,DG10,2024-07-18 - DG10
19-Jul-24,###############################################################################################################################################################################################################################################################,19/07/2024 12:00,DG10,2024-07-19 - DG10
20-Jul-24,###############################################################################################################################################################################################################################################################,20/07/2024 12:00,DG10,2024-07-20 - DG10
21-Jul-24,###############################################################################################################################################################################################################################################################,21/07/2024 12:00,DG10,2024-07-21 - DG10
22-Jul-24,###############################################################################################################################################################################################################################################################,22/07/2024 12:00,DG10,2024-07-22 - DG10
23-Jul-24,###############################################################################################################################################################################################################################################################,23/07/2024 12:00,DG10,2024-07-23 - DG10
24-Jul-24,###############################################################################################################################################################################################################################################################,24/07/2024 12:00,DG10,2024-07-24 - DG10
25-Jul-24,###############################################################################################################################################################################################################################################################,25/07/2024 12:00,DG10,2024-07-25 - DG10
26-Jul-24,###############################################################################################################################################################################################################################################################,26/07/2024 12:00,DG10,2024-07-26 - DG10
27-Jul-24,###############################################################################################################################################################################################################################################################,27/07/2024 12:00,DG10,2024-07-27 - DG10
28-Jul-24,###############################################################################################################################################################################################################################################################,28/07/2024 12:00,DG10,2024-07-28 - DG10
29-Jul-24,###############################################################################################################################################################################################################################################################,29/07/2024 12:00,DG10,2024-07-29 - DG10
30-Jul-24,###############################################################################################################################################################################################################################################################,30/07/2024 12:00,DG10,2024-07-30 - DG10
31-Jul-24,###############################################################################################################################################################################################################################################################,31/07/2024 12:00,DG10,2024-07-31 - DG10
01-Aug-24,###############################################################################################################################################################################################################################################################,01/08/2024 12:00,DG10,2024-08-01 - DG10
02-Aug-24,###############################################################################################################################################################################################################################################################,02/08/2024 12:00,DG10,2024-08-02 - DG10
03-Aug-24,###############################################################################################################################################################################################################################################################,03/08/2024 12:00,DG10,2024-08-03 - DG10
04-Aug-24,###############################################################################################################################################################################################################################################################,04/08/2024 12:00,DG10,2024-08-04 - DG10
05-Aug-24,###############################################################################################################################################################################################################################################################,05/08/2024 12:00,DG10,2024-08-05 - DG10
06-Aug-24,###############################################################################################################################################################################################################################################################,06/08/2024 12:00,DG10,2024-08-06 - DG10
07-Aug-24,###############################################################################################################################################################################################################################################################,07/08/2024 12:00,DG10,2024-08-07 - DG10
08-Aug-24,###############################################################################################################################################################################################################################################################,08/08/2024 12:00,DG10,2024-08-08 - DG10
09-Aug-24,###############################################################################################################################################################################################################################################################,09/08/2024 12:00,DG10,2024-08-09 - DG10
10-Aug-24,###############################################################################################################################################################################################################################################################,10/08/2024 12:00,DG10,2024-08-10 - DG10
11-Aug-24,###############################################################################################################################################################################################################################################################,11/08/2024 12:00,DG10,2024-08-11 - DG10
12-Aug-24,###############################################################################################################################################################################################################################################################,12/08/2024 12:00,DG10,2024-08-12 - DG10
13-Aug-24,###############################################################################################################################################################################################################################################################,13/08/2024 12:00,DG10,2024-08-13 - DG10
14-Aug-24,###############################################################################################################################################################################################################################################################,14/08/2024 12:00,DG10,2024-08-14 - DG10
15-Aug-24,###############################################################################################################################################################################################################################################################,15/08/2024 12:00,DG10,2024-08-15 - DG10
16-Aug-24,###############################################################################################################################################################################################################################################################,16/08/2024 12:00,DG10,2024-08-16 - DG10
17-Aug-24,###############################################################################################################################################################################################################################################################,17/08/2024 12:00,DG10,2024-08-17 - DG10
18-Aug-24,###############################################################################################################################################################################################################################################################,18/08/2024 12:00,DG10,2024-08-18 - DG10
19-Aug-24,###############################################################################################################################################################################################################################################################,19/08/2024 12:00,DG10,2024-08-19 - DG10
20-Aug-24,###############################################################################################################################################################################################################################################################,20/08/2024 12:00,DG10,2024-08-20 - DG10
21-Aug-24,###############################################################################################################################################################################################################################################################,21/08/2024 12:00,DG10,2024-08-21 - DG10
22-Aug-24,###############################################################################################################################################################################################################################################################,22/08/2024 12:00,DG10,2024-08-22 - DG10
23-Aug-24,###############################################################################################################################################################################################################################################################,23/08/2024 12:00,DG10,2024-08-23 - DG10
24-Aug-24,###############################################################################################################################################################################################################################################################,24/08/2024 12:00,DG10,2024-08-24 - DG10
25-Aug-24,###############################################################################################################################################################################################################################################################,25/08/2024 12:00,DG10,2024-08-25 - DG10
26-Aug-24,###############################################################################################################################################################################################################################################################,26/08/2024 12:00,DG10,2024-08-26 - DG10
27-Aug-24,###############################################################################################################################################################################################################################################################,27/08/2024 12:00,DG10,2024-08-27 - DG10
28-Aug-24,###############################################################################################################################################################################################################################################################,28/08/2024 12:00,DG10,2024-08-28 - DG10
29-Aug-24,###############################################################################################################################################################################################################################################################,29/08/2024 12:00,DG10,2024-08-29 - DG10
30-Aug-24,###############################################################################################################################################################################################################################################################,30/08/2024 12:00,DG10,2024-08-30 - DG10
31-Aug-24,###############################################################################################################################################################################################################################################################,31/08/2024 12:00,DG10,2024-08-31 - DG10
01-Sep-24,###############################################################################################################################################################################################################################################################,01/09/2024 12:00,DG10,2024-09-01 - DG10
02-Sep-24,###############################################################################################################################################################################################################################################################,02/09/2024 12:00,DG10,2024-09-02 - DG10
03-Sep-24,###############################################################################################################################################################################################################################################################,03/09/2024 12:00,DG10,2024-09-03 - DG10
04-Sep-24,###############################################################################################################################################################################################################################################################,04/09/2024 12:00,DG10,2024-09-04 - DG10
05-Sep-24,###############################################################################################################################################################################################################################################################,05/09/2024 12:00,DG10,2024-09-05 - DG10
06-Sep-24,###############################################################################################################################################################################################################################################################,06/09/2024 12:00,DG10,2024-09-06 - DG10
07-Sep-24,###############################################################################################################################################################################################################################################################,07/09/2024 12:00,DG10,2024-09-07 - DG10
08-Sep-24,###############################################################################################################################################################################################################################################################,08/09/2024 12:00,DG10,2024-09-08 - DG10
09-Sep-24,###############################################################################################################################################################################################################################################################,09/09/2024 12:00,DG10,2024-09-09 - DG10
10-Sep-24,###############################################################################################################################################################################################################################################################,10/09/2024 12:00,DG10,2024-09-10 - DG10
11-Sep-24,###############################################################################################################################################################################################################################################################,11/09/2024 12:00,DG10,2024-09-11 - DG10
12-Sep-24,###############################################################################################################################################################################################################################################################,12/09/2024 12:00,DG10,2024-09-12 - DG10
13-Sep-24,###############################################################################################################################################################################################################################################################,13/09/2024 12:00,DG10,2024-09-13 - DG10
14-Sep-24,###############################################################################################################################################################################################################################################################,14/09/2024 12:00,DG10,2024-09-14 - DG10
15-Sep-24,###############################################################################################################################################################################################################################################################,15/09/2024 12:00,DG10,2024-09-15 - DG10
16-Sep-24,###############################################################################################################################################################################################################################################################,16/09/2024 12:00,DG10,2024-09-16 - DG10
17-Sep-24,###############################################################################################################################################################################################################################################################,17/09/2024 12:00,DG10,2024-09-17 - DG10
18-Sep-24,###############################################################################################################################################################################################################################################################,18/09/2024 12:00,DG10,2024-09-18 - DG10
19-Sep-24,###############################################################################################################################################################################################################################################################,19/09/2024 12:00,DG10,2024-09-19 - DG10
20-Sep-24,###############################################################################################################################################################################################################################################################,20/09/2024 12:00,DG10,2024-09-20 - DG10
21-Sep-24,###############################################################################################################################################################################################################################################################,21/09/2024 12:00,DG10,2024-09-21 - DG10
22-Sep-24,###############################################################################################################################################################################################################################################################,22/09/2024 12:00,DG10,2024-09-22 - DG10
23-Sep-24,###############################################################################################################################################################################################################################################################,23/09/2024 12:00,DG10,2024-09-23 - DG10
24-Sep-24,###############################################################################################################################################################################################################################################################,24/09/2024 12:00,DG10,2024-09-24 - DG10
25-Sep-24,###############################################################################################################################################################################################################################################################,25/09/2024 12:00,DG10,2024-09-25 - DG10
26-Sep-24,###############################################################################################################################################################################################################################################################,26/09/2024 12:00,DG10,2024-09-26 - DG10
27-Sep-24,###############################################################################################################################################################################################################################################################,27/09/2024 12:00,DG10,2024-09-27 - DG10
28-Sep-24,###############################################################################################################################################################################################################################################################,28/09/2024 12:00,DG10,2024-09-28 - DG10
29-Sep-24,###############################################################################################################################################################################################################################################################,29/09/2024 12:00,DG10,2024-09-29 - DG10
30-Sep-24,###############################################################################################################################################################################################################################################################,30/09/2024 12:00,DG10,2024-09-30 - DG10
01-Oct-24,###############################################################################################################################################################################################################################################################,01/10/2024 12:00,DG10,2024-10-01 - DG10
01-Jan-21,###############################################################################################################################################################################################################################################################,01/01/2021 00:00,DG10,2021-01-01 - DG10
02-Jan-21,###############################################################################################################################################################################################################################################################,02/01/2021 00:00,DG10,2021-01-02 - DG10
03-Jan-21,###############################################################################################################################################################################################################################################################,03/01/2021 00:00,DG10,2021-01-03 - DG10
04-Jan-21,###############################################################################################################################################################################################################################################################,04/01/2021 00:00,DG10,2021-01-04 - DG10
05-Jan-21,###############################################################################################################################################################################################################################################################,05/01/2021 00:00,DG10,2021-01-05 - DG10
06-Jan-21,###############################################################################################################################################################################################################################################################,06/01/2021 00:00,DG10,2021-01-06 - DG10
07-Jan-21,###############################################################################################################################################################################################################################################################,07/01/2021 00:00,DG10,2021-01-07 - DG10
08-Jan-21,###############################################################################################################################################################################################################################################################,08/01/2021 00:00,DG10,2021-01-08 - DG10
09-Jan-21,###############################################################################################################################################################################################################################################################,09/01/2021 00:00,DG10,2021-01-09 - DG10
10-Jan-21,###############################################################################################################################################################################################################################################################,10/01/2021 00:00,DG10,2021-01-10 - DG10
11-Jan-21,###############################################################################################################################################################################################################################################################,11/01/2021 00:00,DG10,2021-01-11 - DG10
12-Jan-21,###############################################################################################################################################################################################################################################################,12/01/2021 00:00,DG10,2021-01-12 - DG10
13-Jan-21,###############################################################################################################################################################################################################################################################,13/01/2021 00:00,DG10,2021-01-13 - DG10
14-Jan-21,###############################################################################################################################################################################################################################################################,14/01/2021 00:00,DG10,2021-01-14 - DG10
15-Jan-21,###############################################################################################################################################################################################################################################################,15/01/2021 00:00,DG10,2021-01-15 - DG10
16-Jan-21,###############################################################################################################################################################################################################################################################,16/01/2021 00:00,DG10,2021-01-16 - DG10
17-Jan-21,###############################################################################################################################################################################################################################################################,17/01/2021 00:00,DG10,2021-01-17 - DG10
18-Jan-21,###############################################################################################################################################################################################################################################################,18/01/2021 00:00,DG10,2021-01-18 - DG10
19-Jan-21,###############################################################################################################################################################################################################################################################,19/01/2021 00:00,DG10,2021-01-19 - DG10
20-Jan-21,###############################################################################################################################################################################################################################################################,20/01/2021 00:00,DG10,2021-01-20 - DG10
21-Jan-21,###############################################################################################################################################################################################################################################################,21/01/2021 00:00,DG10,2021-01-21 - DG10
22-Jan-21,###############################################################################################################################################################################################################################################################,22/01/2021 00:00,DG10,2021-01-22 - DG10
23-Jan-21,###############################################################################################################################################################################################################################################################,23/01/2021 00:00,DG10,2021-01-23 - DG10
24-Jan-21,###############################################################################################################################################################################################################################################################,24/01/2021 00:00,DG10,2021-01-24 - DG10
25-Jan-21,###############################################################################################################################################################################################################################################################,25/01/2021 00:00,DG10,2021-01-25 - DG10
26-Jan-21,###############################################################################################################################################################################################################################################################,26/01/2021 00:00,DG10,2021-01-26 - DG10
27-Jan-21,###############################################################################################################################################################################################################################################################,27/01/2021 00:00,DG10,2021-01-27 - DG10
28-Jan-21,###############################################################################################################################################################################################################################################################,28/01/2021 00:00,DG10,2021-01-28 - DG10
29-Jan-21,###############################################################################################################################################################################################################################################################,29/01/2021 00:00,DG10,2021-01-29 - DG10
30-Jan-21,###############################################################################################################################################################################################################################################################,30/01/2021 00:00,DG10,2021-01-30 - DG10
31-Jan-21,###############################################################################################################################################################################################################################################################,31/01/2021 00:00,DG10,2021-01-31 - DG10
01-Feb-21,###############################################################################################################################################################################################################################################################,01/02/2021 00:00,DG10,2021-02-01 - DG10
02-Feb-21,###############################################################################################################################################################################################################################################################,02/02/2021 00:00,DG10,2021-02-02 - DG10
03-Feb-21,###############################################################################################################################################################################################################################################################,03/02/2021 00:00,DG10,2021-02-03 - DG10
04-Feb-21,###############################################################################################################################################################################################################################################################,04/02/2021 00:00,DG10,2021-02-04 - DG10
05-Feb-21,###############################################################################################################################################################################################################################################################,05/02/2021 00:00,DG10,2021-02-05 - DG10
06-Feb-21,###############################################################################################################################################################################################################################################################,06/02/2021 00:00,DG10,2021-02-06 - DG10
07-Feb-21,###############################################################################################################################################################################################################################################################,07/02/2021 00:00,DG10,2021-02-07 - DG10
08-Feb-21,###############################################################################################################################################################################################################################################################,08/02/2021 00:00,DG10,2021-02-08 - DG10
09-Feb-21,###############################################################################################################################################################################################################################################################,09/02/2021 00:00,DG10,2021-02-09 - DG10
10-Feb-21,###############################################################################################################################################################################################################################################################,10/02/2021 00:00,DG10,2021-02-10 - DG10
11-Feb-21,###############################################################################################################################################################################################################################################################,11/02/2021 00:00,DG10,2021-02-11 - DG10
12-Feb-21,###############################################################################################################################################################################################################################################################,12/02/2021 00:00,DG10,2021-02-12 - DG10
